# Radius () 	 Magnitude Contrast 	 Error
 0.726 	  2.727 	  0.000 
 1.452 	  4.798 	  2.060 
 2.178 	  5.859 	  1.360 
 2.904 	  7.475 	  1.441 
 3.630 	  7.071 	  1.161 
 4.356 	  7.172 	  0.726 
 5.082 	  7.778 	  0.761 
 5.808 	  8.182 	  0.697 
 6.534 	  8.131 	  0.478 
