# Radius () 	 Magnitude Contrast 	 Error
 0.396 	  2.727 	  0.000 
 0.792 	  4.747 	  0.941 
 1.188 	  4.747 	  2.294 
 1.584 	  5.556 	  1.271 
 1.980 	  6.263 	  0.883 
 2.376 	  6.970 	  1.345 
 2.772 	  7.778 	  1.148 
 3.168 	  8.030 	  0.960 
 3.564 	  8.232 	  0.625 
 3.960 	  8.283 	  0.629 
 4.356 	  8.687 	  0.618 
 4.752 	  8.990 	  0.496 
 5.148 	  8.990 	  0.451 
 5.544 	  8.687 	  0.351 
 5.940 	  8.586 	  0.289 
 6.336 	  8.586 	  0.214 
 6.732 	  8.485 	  0.354 
