# Radius () 	 Magnitude Contrast 	 Error
 0.957 	  3.636 	  0.700 
 1.914 	  4.545 	  1.330 
 2.871 	  4.444 	  1.635 
 3.828 	  4.747 	  0.900 
 4.785 	  4.848 	  0.958 
 5.742 	  5.253 	  1.557 
 6.699 	  5.101 	  0.820 
