# Radius () 	 Magnitude Contrast 	 Error
 0.660 	  1.717 	  0.000 
 1.320 	  2.222 	  0.525 
 1.980 	  3.838 	  1.969 
 2.640 	  5.152 	  1.306 
 3.300 	  5.101 	  0.678 
 3.960 	  4.747 	  0.254 
 4.620 	  5.101 	  1.049 
 5.280 	  5.152 	  1.342 
 5.940 	  6.465 	  1.385 
 6.600 	  7.374 	  1.224 
