# Radius () 	 Magnitude Contrast 	 Error
 0.627 	  2.323 	  0.350 
 1.254 	  3.636 	  1.232 
 1.881 	  2.525 	  1.968 
 2.508 	  3.889 	  1.997 
 3.135 	  4.848 	  1.030 
 3.762 	  4.697 	  0.660 
 4.389 	  4.949 	  0.426 
 5.016 	  5.354 	  0.936 
 5.643 	  6.364 	  1.119 
 6.270 	  6.768 	  0.938 
 6.897 	  7.071 	  0.923 
