# Radius () 	 Magnitude Contrast 	 Error
 0.792 	  0.707 	  0.233 
 1.584 	  2.020 	  1.707 
 2.376 	  5.253 	  1.332 
 3.168 	  5.000 	  0.650 
 3.960 	  4.949 	  0.179 
 4.752 	  5.253 	  0.359 
 5.544 	  5.556 	  0.540 
 6.336 	  5.960 	  0.576 
