# Radius () 	 Magnitude Contrast 	 Error
 0.561 	  2.020 	  0.117 
 1.122 	  3.990 	  1.379 
 1.683 	  2.677 	  0.359 
 2.244 	  3.030 	  1.836 
 2.805 	  3.131 	  0.832 
 3.366 	  3.889 	  1.822 
 3.927 	  4.495 	  1.789 
 4.488 	  6.869 	  1.701 
 5.049 	  6.970 	  1.334 
 5.610 	  6.768 	  1.024 
 6.171 	  6.566 	  0.848 
 6.732 	  6.869 	  1.053 
