# Radius () 	 Magnitude Contrast 	 Error
 0.429 	  2.222 	  0.000 
 0.858 	  2.929 	  1.099 
 1.287 	  4.646 	  1.147 
 1.716 	  5.253 	  0.421 
 2.145 	  5.404 	  0.223 
 2.574 	  5.455 	  0.153 
 3.003 	  5.556 	  0.092 
 3.432 	  5.455 	  0.121 
 3.861 	  5.657 	  0.096 
 4.290 	  5.758 	  0.190 
 4.719 	  5.808 	  0.363 
 5.148 	  5.960 	  0.667 
 5.577 	  6.162 	  0.617 
 6.006 	  6.313 	  0.709 
 6.435 	  6.566 	  0.629 
 6.864 	  6.869 	  0.947 
