# Radius () 	 Magnitude Contrast 	 Error
 0.429 	  2.424 	  0.467 
 0.858 	  4.343 	  0.994 
 1.287 	  5.051 	  0.538 
 1.716 	  5.404 	  0.396 
 2.145 	  5.657 	  0.278 
 2.574 	  5.960 	  0.149 
 3.003 	  6.162 	  0.134 
 3.432 	  6.263 	  0.142 
 3.861 	  6.364 	  0.183 
 4.290 	  6.465 	  0.695 
 4.719 	  6.566 	  0.719 
 5.148 	  6.667 	  0.843 
 5.577 	  6.970 	  1.241 
 6.006 	  7.475 	  1.042 
 6.435 	  8.485 	  1.181 
 6.864 	  9.040 	  1.067 
