# Radius () 	 Magnitude Contrast 	 Error
 0.660 	  2.222 	  0.058 
 1.320 	  3.990 	  1.408 
 1.980 	  2.929 	  1.179 
 2.640 	  5.354 	  1.535 
 3.300 	  5.556 	  1.015 
 3.960 	  5.455 	  0.640 
 4.620 	  5.455 	  0.768 
 5.280 	  5.556 	  1.245 
 5.940 	  6.162 	  1.192 
 6.600 	  7.071 	  1.120 
