# Radius () 	 Magnitude Contrast 	 Error
 0.528 	  2.222 	  0.117 
 1.056 	  4.293 	  0.884 
 1.584 	  4.242 	  2.134 
 2.112 	  5.253 	  1.873 
 2.640 	  5.758 	  1.469 
 3.168 	  6.818 	  1.358 
 3.696 	  7.071 	  0.951 
 4.224 	  7.172 	  0.569 
 4.752 	  7.222 	  0.640 
 5.280 	  7.273 	  0.514 
 5.808 	  7.677 	  0.853 
 6.336 	  8.333 	  0.842 
 6.864 	  8.889 	  0.851 
