# Radius () 	 Magnitude Contrast 	 Error
 0.429 	  1.313 	  0.233 
 0.858 	  2.929 	  1.147 
 1.287 	  3.737 	  1.424 
 1.716 	  5.455 	  0.673 
 2.145 	  7.525 	  1.143 
 2.574 	  7.172 	  1.118 
 3.003 	  7.929 	  0.900 
 3.432 	  7.727 	  0.458 
 3.861 	  7.677 	  0.332 
 4.290 	  7.576 	  0.497 
 4.719 	  7.475 	  0.453 
 5.148 	  7.374 	  0.192 
 5.577 	  7.576 	  0.475 
 6.006 	  7.778 	  0.557 
 6.435 	  8.485 	  0.912 
 6.864 	  9.141 	  0.850 
